Code;Individual;Species (from Individuals);Study (from Individuals);Origin (from Individual);Sample type;16S region;Platform;Type;Read-length;F Primer;R Primer;ERDA;Archived S;Warning;Data processing;Class;Status (from Data processing);Diet;Mobility
D11886;I13708;TAMI;Grond2020;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR10178520;;;Mammalia;;;
D11887;I13709;TAMI;Grond2020;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR10178517;;;Mammalia;;;
D11888;I13710;TAQU;Grond2020;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR10178530;;P02437;Mammalia;Done;;
D11889;I13711;TAQU;Grond2020;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR10178529;;P02438;Mammalia;Done;;
D11890;I13712;TAQU;Grond2020;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR10178518;;P02439;Mammalia;Done;;
D11891;I13713;TAQU;Grond2020;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR10178507;;P02440;Mammalia;Done;;
D11892;I13714;TAQU;Grond2020;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR10178510;;;Mammalia;;;
D11893;I13715;TAQU;Grond2020;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR10178506;;;Mammalia;;;
D11894;I13716;TAQU;Grond2020;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR10178505;;;Mammalia;;;
D11895;I13717;TAQU;Grond2020;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR10178504;;;Mammalia;;;
D11896;I13718;TARU;Grond2020;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR10178514;;;Mammalia;;;
D11897;I13719;TARU;Grond2020;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR10178497;;P02441;Mammalia;Done;;
D11898;I13720;TARU;Grond2020;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR10178512;;P02442;Mammalia;Done;;
D11899;I13721;TARU;Grond2020;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR10178513;;P02443;Mammalia;Warning;;
D11900;I13722;TARU;Grond2020;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR10178511;;P02444;Mammalia;Done;;
D11901;I13723;TAUM;Grond2020;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR10178491;;P02445;;Done;;
D11902;I13724;TAUM;Grond2020;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR10178525;;P02446;;Done;;
D11903;I13725;TAUM;Grond2020;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR10178524;;P02447;;Done;;
D11904;I09822;PAHA;Li2020;Captivity;oral;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127161;;;Mammalia;;;
D11905;I09822;PAHA;Li2020;Captivity;oral;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127160;;;Mammalia;;;
D11906;I09822;PAHA;Li2020;Captivity;oropharynx;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127159;;;Mammalia;;;
D11907;I09822;PAHA;Li2020;Captivity;oropharynx;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127158;;;Mammalia;;;
D11908;I09822;PAHA;Li2020;Captivity;nose;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127165;;;Mammalia;;;
D11909;I09822;PAHA;Li2020;Captivity;nose;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127164;;;Mammalia;;;
D11910;I09822;PAHA;Li2020;Captivity;rectum;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127163;;;Mammalia;;;
D11911;I09822;PAHA;Li2020;Captivity;rectum;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127162;;;Mammalia;;;
D11912;I09822;PAHA;Li2020;Captivity;vagina;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127157;;;Mammalia;;;
D11913;I09822;PAHA;Li2020;Captivity;vagina;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127156;;;Mammalia;;;
D11914;I09823;PAHA;Li2020;Captivity;oral;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127133;;;Mammalia;;;
D11915;I09823;PAHA;Li2020;Captivity;oral;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127134;;;Mammalia;;;
D11916;I09823;PAHA;Li2020;Captivity;oropharynx;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127131;;;Mammalia;;;
D11917;I09823;PAHA;Li2020;Captivity;oropharynx;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127132;;;Mammalia;;;
D11918;I09823;PAHA;Li2020;Captivity;nose;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127129;;;Mammalia;;;
D11919;I09823;PAHA;Li2020;Captivity;nose;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127130;;;Mammalia;;;
D11920;I09823;PAHA;Li2020;Captivity;rectum;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127127;;;Mammalia;;;
D11921;I09823;PAHA;Li2020;Captivity;rectum;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127128;;;Mammalia;;;
D11922;I09823;PAHA;Li2020;Captivity;vagina;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127125;;;Mammalia;;;
D11923;I09823;PAHA;Li2020;Captivity;vagina;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127126;;;Mammalia;;;
D11924;I09824;PAHA;Li2020;Captivity;oral;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127109;;;Mammalia;;;
D11925;I09824;PAHA;Li2020;Captivity;oral;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127108;;;Mammalia;;;
D11926;I09824;PAHA;Li2020;Captivity;oropharynx;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127111;;;Mammalia;;;
D11927;I09824;PAHA;Li2020;Captivity;oropharynx;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127110;;;Mammalia;;;
D11928;I09824;PAHA;Li2020;Captivity;nose;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127105;;;Mammalia;;;
D11929;I09824;PAHA;Li2020;Captivity;nose;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127104;;;Mammalia;;;
D11930;I09824;PAHA;Li2020;Captivity;rectum;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127107;;;Mammalia;;;
D11931;I09824;PAHA;Li2020;Captivity;rectum;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127106;;;Mammalia;;;
D11932;I09824;PAHA;Li2020;Captivity;vagina;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127103;;;Mammalia;;;
D11933;I09824;PAHA;Li2020;Captivity;vagina;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127102;;;Mammalia;;;
D11934;I09825;PAHA;Li2020;Captivity;vagina;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127100;;;Mammalia;;;
D11935;I09825;PAHA;Li2020;Captivity;lung;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127235;;;Mammalia;;;
D11936;I09825;PAHA;Li2020;Captivity;lung;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127236;;;Mammalia;;;
D11937;I09825;PAHA;Li2020;Captivity;cervix;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127233;;;Mammalia;;;
D11938;I09825;PAHA;Li2020;Captivity;cervix;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127234;;;Mammalia;;;
D11939;I09825;PAHA;Li2020;Captivity;uterus;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127231;;;Mammalia;;;
D11940;I09825;PAHA;Li2020;Captivity;uterus;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127232;;;Mammalia;;;
D11941;I09825;PAHA;Li2020;Captivity;oral;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127095;;;Mammalia;;;
D11942;I09825;PAHA;Li2020;Captivity;oral;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127094;;;Mammalia;;;
D11943;I09825;PAHA;Li2020;Captivity;oropharynx;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127093;;;Mammalia;;;
D11944;I09825;PAHA;Li2020;Captivity;oropharynx;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127092;;;Mammalia;;;
D11945;I09825;PAHA;Li2020;Captivity;nose;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127099;;;Mammalia;;;
D11946;I09825;PAHA;Li2020;Captivity;nose;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127098;;;Mammalia;;;
D11947;I09825;PAHA;Li2020;Captivity;rectum;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127097;;;Mammalia;;;
D11948;I09825;PAHA;Li2020;Captivity;rectum;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127096;;;Mammalia;;;
D11949;I09825;PAHA;Li2020;Captivity;vagina;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127221;;;Mammalia;;;
D11950;I09826;PAHA;Li2020;Captivity;oral;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127067;;;Mammalia;;;
D11951;I09826;PAHA;Li2020;Captivity;oral;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127066;;;Mammalia;;;
D11952;I09826;PAHA;Li2020;Captivity;oropharynx;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127200;;;Mammalia;;;
D11953;I09826;PAHA;Li2020;Captivity;oropharynx;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127176;;;Mammalia;;;
D11954;I09826;PAHA;Li2020;Captivity;nose;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127063;;;Mammalia;;;
D11955;I09826;PAHA;Li2020;Captivity;nose;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127062;;;Mammalia;;;
D11956;I09826;PAHA;Li2020;Captivity;rectum;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127061;;;Mammalia;;;
D11957;I09826;PAHA;Li2020;Captivity;rectum;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127060;;;Mammalia;;;
D11958;I09826;PAHA;Li2020;Captivity;vagina;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127198;;;Mammalia;;;
D11959;I09826;PAHA;Li2020;Captivity;vagina;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127197;;;Mammalia;;;
D11960;I09827;PAHA;Li2020;Captivity;oral;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127173;;;Mammalia;;;
D11961;I09827;PAHA;Li2020;Captivity;oral;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127172;;;Mammalia;;;
D11962;I09827;PAHA;Li2020;Captivity;oropharynx;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127175;;;Mammalia;;;
D11963;I09827;PAHA;Li2020;Captivity;oropharynx;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127174;;;Mammalia;;;
D11964;I09827;PAHA;Li2020;Captivity;nose;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127149;;;Mammalia;;;
D11965;I09827;PAHA;Li2020;Captivity;nose;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127150;;;Mammalia;;;
D11966;I09827;PAHA;Li2020;Captivity;rectum;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127151;;;Mammalia;;;
D11967;I09827;PAHA;Li2020;Captivity;rectum;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127152;;;Mammalia;;;
D11968;I09828;PAHA;Li2020;Captivity;oral;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127143;;;Mammalia;;;
D11969;I09828;PAHA;Li2020;Captivity;oral;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127144;;;Mammalia;;;
D11970;I09828;PAHA;Li2020;Captivity;oropharynx;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127167;;;Mammalia;;;
D11971;I09828;PAHA;Li2020;Captivity;oropharynx;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127166;;;Mammalia;;;
D11972;I09828;PAHA;Li2020;Captivity;nose;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127169;;;Mammalia;;;
D11973;I09828;PAHA;Li2020;Captivity;nose;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127168;;;Mammalia;;;
D11974;I09828;PAHA;Li2020;Captivity;rectum;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127171;;;Mammalia;;;
D11975;I09828;PAHA;Li2020;Captivity;rectum;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127170;;;Mammalia;;;
D11976;I09828;PAHA;Li2020;Captivity;uterus;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127147;;;Mammalia;;;
D11977;I09828;PAHA;Li2020;Captivity;lung;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127181;;;Mammalia;;;
D11978;I09828;PAHA;Li2020;Captivity;lung;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127186;;;Mammalia;;;
D11979;I09828;PAHA;Li2020;Captivity;cervix;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127185;;;Mammalia;;;
D11980;I09828;PAHA;Li2020;Captivity;cervix;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127237;;;Mammalia;;;
D11981;I09828;PAHA;Li2020;Captivity;uterus;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127238;;;Mammalia;;;
D11982;I09829;PAHA;Li2020;Captivity;cervix;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127145;;;Mammalia;;;
D11983;I09829;PAHA;Li2020;Captivity;lung;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127146;;;Mammalia;;;
D11984;I09829;PAHA;Li2020;Captivity;cervix;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127148;;;Mammalia;;;
D11985;I09829;PAHA;Li2020;Captivity;lung;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127180;;;Mammalia;;;
D11986;I09829;PAHA;Li2020;Captivity;uterus;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127179;;;Mammalia;;;
D11987;I09829;PAHA;Li2020;Captivity;uterus;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127178;;;Mammalia;;;
D11988;I09829;PAHA;Li2020;Captivity;oral;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127191;;;Mammalia;;;
D11989;I09829;PAHA;Li2020;Captivity;oral;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127192;;;Mammalia;;;
D11990;I09829;PAHA;Li2020;Captivity;oropharynx;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127193;;;Mammalia;;;
D11991;I09829;PAHA;Li2020;Captivity;oropharynx;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127194;;;Mammalia;;;
D11992;I09829;PAHA;Li2020;Captivity;nose;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127187;;;Mammalia;;;
D11993;I09829;PAHA;Li2020;Captivity;nose;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127188;;;Mammalia;;;
D11994;I09829;PAHA;Li2020;Captivity;rectum;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127189;;;Mammalia;;;
D11995;I09829;PAHA;Li2020;Captivity;rectum;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127190;;;Mammalia;;;
D11996;I09829;PAHA;Li2020;Captivity;vagina;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127195;;;Mammalia;;;
D11997;I09829;PAHA;Li2020;Captivity;vagina;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127196;;;Mammalia;;;
D11998;I09830;PAHA;Li2020;Captivity;oral;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127101;;;Mammalia;;;
D11999;I09830;PAHA;Li2020;Captivity;oral;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127120;;;Mammalia;;;
D12000;I09830;PAHA;Li2020;Captivity;oropharynx;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127078;;;Mammalia;;;
D12001;I09830;PAHA;Li2020;Captivity;oropharynx;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127079;;;Mammalia;;;
D12002;I09830;PAHA;Li2020;Captivity;nose;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127080;;;Mammalia;;;
D12003;I09830;PAHA;Li2020;Captivity;nose;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127081;;;Mammalia;;;
D12004;I09830;PAHA;Li2020;Captivity;rectum;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127082;;;Mammalia;;;
D12005;I09830;PAHA;Li2020;Captivity;rectum;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127083;;;Mammalia;;;
D12006;I09830;PAHA;Li2020;Captivity;vagina;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127123;;;Mammalia;;;
D12007;I09830;PAHA;Li2020;Captivity;vagina;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127124;;;Mammalia;;;
D12008;I09831;PAHA;Li2020;Captivity;oral;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127135;;;Mammalia;;;
D12009;I09831;PAHA;Li2020;Captivity;oral;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127136;;;Mammalia;;;
D12010;I09831;PAHA;Li2020;Captivity;oropharynx;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127141;;;Mammalia;;;
D12011;I09831;PAHA;Li2020;Captivity;oropharynx;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127142;;;Mammalia;;;
D12012;I09831;PAHA;Li2020;Captivity;nose;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127139;;;Mammalia;;;
D12013;I09831;PAHA;Li2020;Captivity;nose;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127140;;;Mammalia;;;
D12014;I09831;PAHA;Li2020;Captivity;rectum;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127153;;;Mammalia;;;
D12015;I09831;PAHA;Li2020;Captivity;rectum;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127154;;;Mammalia;;;
D12016;I09831;PAHA;Li2020;Captivity;vagina;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127055;;;Mammalia;;;
D12017;I09831;PAHA;Li2020;Captivity;vagina;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127056;;;Mammalia;;;
D12018;I09832;PAHA;Li2020;Captivity;oral;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127202;;;Mammalia;;;
D12019;I09832;PAHA;Li2020;Captivity;oral;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127201;;;Mammalia;;;
D12020;I09832;PAHA;Li2020;Captivity;oropharynx;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127204;;;Mammalia;;;
D12021;I09832;PAHA;Li2020;Captivity;oropharynx;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127203;;;Mammalia;;;
D12022;I09832;PAHA;Li2020;Captivity;nose;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127206;;;Mammalia;;;
D12023;I09832;PAHA;Li2020;Captivity;lung;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127229;;;Mammalia;;;
D12024;I09832;PAHA;Li2020;Captivity;nose;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127205;;;Mammalia;;;
D12025;I09832;PAHA;Li2020;Captivity;lung;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127230;;;Mammalia;;;
D12026;I09832;PAHA;Li2020;Captivity;cervix;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127073;;;Mammalia;;;
D12027;I09832;PAHA;Li2020;Captivity;cervix;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127072;;;Mammalia;;;
D12028;I09832;PAHA;Li2020;Captivity;uterus;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127075;;;Mammalia;;;
D12029;I09832;PAHA;Li2020;Captivity;uterus;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127074;;;Mammalia;;;
D12030;I09832;PAHA;Li2020;Captivity;rectum;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127208;;;Mammalia;;;
D12031;I09832;PAHA;Li2020;Captivity;rectum;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127207;;;Mammalia;;;
D12032;I09832;PAHA;Li2020;Captivity;vagina;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127210;;;Mammalia;;;
D12033;I09832;PAHA;Li2020;Captivity;vagina;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127209;;;Mammalia;;;
D12034;I09833;PAHA;Li2020;Captivity;oral;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127214;;;Mammalia;;;
D12035;I09833;PAHA;Li2020;Captivity;oral;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127213;;;Mammalia;;;
D12036;I09833;PAHA;Li2020;Captivity;oropharynx;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127216;;;Mammalia;;;
D12037;I09833;PAHA;Li2020;Captivity;oropharynx;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127215;;;Mammalia;;;
D12038;I09833;PAHA;Li2020;Captivity;nose;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127218;;;Mammalia;;;
D12039;I09833;PAHA;Li2020;Captivity;nose;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127217;;;Mammalia;;;
D12040;I09833;PAHA;Li2020;Captivity;rectum;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127220;;;Mammalia;;;
D12041;I09833;PAHA;Li2020;Captivity;rectum;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127219;;;Mammalia;;;
D12042;I09834;PAHA;Li2020;Captivity;oral;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127090;;;Mammalia;;;
D12043;I09834;PAHA;Li2020;Captivity;oral;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127091;;;Mammalia;;;
D12044;I09834;PAHA;Li2020;Captivity;oropharynx;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127076;;;Mammalia;;;
D12045;I09834;PAHA;Li2020;Captivity;oropharynx;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127077;;;Mammalia;;;
D12046;I09834;PAHA;Li2020;Captivity;nose;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127119;;;Mammalia;;;
D12047;I09834;PAHA;Li2020;Captivity;nose;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127118;;;Mammalia;;;
D12048;I09834;PAHA;Li2020;Captivity;rectum;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127117;;;Mammalia;;;
D12049;I09834;PAHA;Li2020;Captivity;rectum;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127116;;;Mammalia;;;
D12050;I09835;PAHA;Li2020;Captivity;oral;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127059;;;Mammalia;;;
D12051;I09835;PAHA;Li2020;Captivity;oropharynx;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127084;;;Mammalia;;;
D12052;I09835;PAHA;Li2020;Captivity;oropharynx;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127085;;;Mammalia;;;
D12053;I09835;PAHA;Li2020;Captivity;nose;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127086;;;Mammalia;;;
D12054;I09835;PAHA;Li2020;Captivity;nose;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127087;;;Mammalia;;;
D12055;I09835;PAHA;Li2020;Captivity;rectum;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127088;;;Mammalia;;;
D12056;I09835;PAHA;Li2020;Captivity;rectum;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127089;;;Mammalia;;;
D12057;I09835;PAHA;Li2020;Captivity;lung;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127177;;;Mammalia;;;
D12058;I09835;PAHA;Li2020;Captivity;lung;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127184;;;Mammalia;;;
D12059;I09835;PAHA;Li2020;Captivity;lung;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127183;;;Mammalia;;;
D12060;I09835;PAHA;Li2020;Captivity;lung;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127182;;;Mammalia;;;
D12061;I09835;PAHA;Li2020;Captivity;oral;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127212;;;Mammalia;;;
D12062;I09836;PAHA;Li2020;Captivity;oral;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127115;;;Mammalia;;;
D12063;I09836;PAHA;Li2020;Captivity;oral;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127114;;;Mammalia;;;
D12064;I09836;PAHA;Li2020;Captivity;oropharynx;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127113;;;Mammalia;;;
D12065;I09836;PAHA;Li2020;Captivity;oropharynx;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127112;;;Mammalia;;;
D12066;I09836;PAHA;Li2020;Captivity;nose;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127122;;;Mammalia;;;
D12067;I09836;PAHA;Li2020;Captivity;nose;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127121;;;Mammalia;;;
D12068;I09836;PAHA;Li2020;Captivity;rectum;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127137;;;Mammalia;;;
D12069;I09836;PAHA;Li2020;Captivity;rectum;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127138;;;Mammalia;;;
D12070;I09836;PAHA;Li2020;Captivity;vagina;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127057;;;Mammalia;;;
