Code;Individual;Species (from Individuals);Study (from Individuals);Origin (from Individual);Sample type;16S region;Platform;Type;Read-length;F Primer;R Primer;ERDA;Archived S;Warning;Data processing;Class;Status (from Data processing);Diet;Mobility
D12071;I09836;PAHA;Li2020;Captivity;vagina;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127058;;;Mammalia;;;
D12072;I09837;PAHA;Li2020;Captivity;lung;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127069;;;Mammalia;;;
D12073;I09837;PAHA;Li2020;Captivity;lung;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127068;;;Mammalia;;;
D12074;I09837;PAHA;Li2020;Captivity;cervix;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127071;;;Mammalia;;;
D12075;I09837;PAHA;Li2020;Captivity;cervix;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127070;;;Mammalia;;;
D12076;I09837;PAHA;Li2020;Captivity;uterus;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127065;;;Mammalia;;;
D12077;I09837;PAHA;Li2020;Captivity;uterus;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127064;;;Mammalia;;;
D12078;I09837;PAHA;Li2020;Captivity;oral;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127224;;;Mammalia;;;
D12079;I09837;PAHA;Li2020;Captivity;oral;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127225;;;Mammalia;;;
D12080;I09837;PAHA;Li2020;Captivity;oropharynx;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127222;;;Mammalia;;;
D12081;I09837;PAHA;Li2020;Captivity;oropharynx;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127223;;;Mammalia;;;
D12082;I09837;PAHA;Li2020;Captivity;nose;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127155;;;Mammalia;;;
D12083;I09837;PAHA;Li2020;Captivity;nose;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127199;;;Mammalia;;;
D12084;I09837;PAHA;Li2020;Captivity;rectum;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127226;;;Mammalia;;;
D12085;I09837;PAHA;Li2020;Captivity;rectum;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127227;;;Mammalia;;;
D12086;I09837;PAHA;Li2020;Captivity;vagina;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127211;;;Mammalia;;;
D12087;I09837;PAHA;Li2020;Captivity;vagina;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;SRR7127228;;;Mammalia;;;
D12088;I13770;BOTA;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470972;;;Mammalia;;;
D12089;I13771;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470971;;;Mammalia;;;
D12090;I13772;AEME;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470879;;;Mammalia;;;
D12091;I13773;GITI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470868;;;Mammalia;;;
D12092;I13774;DALU;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470857;;;Mammalia;;;
D12093;I13775;AEME;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470846;;;Mammalia;;;
D12094;I13776;LOAF;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470835;;;Mammalia;;;
D12095;I13777;DALU;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470824;;;Mammalia;;;
D12096;I13778;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470813;;;Mammalia;;;
D12097;I13779;EQBU;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470983;;;Mammalia;;;
D12098;I13780;EQBU;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470970;;;Mammalia;;;
D12099;I13781;GITI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470959;;;Mammalia;;;
D12100;I13782;BOTA;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470948;;;Mammalia;;;
D12101;I13783;AEME;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470937;;;Mammalia;;;
D12102;I13784;TRORY;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470926;;;Mammalia;;;
D12103;I13785;TRORY;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470915;;;Mammalia;;;
D12104;I13786;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470904;;;Mammalia;;;
D12105;I13787;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470893;;;Mammalia;;;
D12106;I13788;SYCA;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470882;;;Mammalia;;;
D12107;I13789;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470880;;;Mammalia;;;
D12108;I13790;GITI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470878;;;Mammalia;;;
D12109;I13791;BOTA;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470877;;;Mammalia;;;
D12110;I13792;PHAF;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470876;;;Mammalia;;;
D12111;I13793;SYCA;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470875;;;Mammalia;;;
D12112;I13794;BOTA;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470874;;;Mammalia;;;
D12113;I13795;EUTH;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470873;;;Mammalia;;;
D12114;I13796;DALU;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470872;;;Mammalia;;;
D12115;I13797;EUTH;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470871;;;Mammalia;;;
D12116;I13798;GITI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470870;;;Mammalia;;;
D12117;I13799;GITI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470869;;;Mammalia;;;
D12118;I13800;BOTA;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470867;;;Mammalia;;;
D12119;I13801;TRORY;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470866;;;Mammalia;;;
D12120;I13802;PHAF;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470865;;;Mammalia;;;
D12121;I13803;EUTH;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470864;;;Mammalia;;;
D12122;I13804;DALU;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470863;;;Mammalia;;;
D12123;I13805;EUTH;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470862;;;Mammalia;;;
D12124;I13806;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470861;;;Mammalia;;;
D12125;I13807;SYCA;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470860;;;Mammalia;;;
D12126;I13808;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470859;;;Mammalia;;;
D12127;I13809;DALU;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470858;;;Mammalia;;;
D12128;I13810;EUTH;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470856;;;Mammalia;;;
D12129;I13811;BOTA;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470855;;;Mammalia;;;
D12130;I13812;GITI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470854;;;Mammalia;;;
D12131;I13813;SYCA;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470853;;;Mammalia;;;
D12132;I13814;AEME;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470852;;;Mammalia;;;
D12133;I13815;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470851;;;Mammalia;;;
D12134;I13816;SYCA;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470850;;;Mammalia;;;
D12135;I13817;TRORY;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470849;;;Mammalia;;;
D12136;I13818;PHAF;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470848;;;Mammalia;;;
D12137;I13819;SYCA;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470847;;;Mammalia;;;
D12138;I13820;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470845;;;Mammalia;;;
D12139;I13821;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470844;;;Mammalia;;;
D12140;I13822;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470843;;;Mammalia;;;
D12141;I13823;GITI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470842;;;Mammalia;;;
D12142;I13824;SYCA;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470841;;;Mammalia;;;
D12143;I13825;AEME;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470840;;;Mammalia;;;
D12144;I13826;SYCA;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470839;;;Mammalia;;;
D12145;I13827;TRORY;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470838;;;Mammalia;;;
D12146;I13828;LOAF;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470837;;;Mammalia;;;
D12147;I13829;AEME;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470836;;;Mammalia;;;
D12148;I13830;EUTH;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470834;;;Mammalia;;;
D12149;I13831;DALU;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470833;;;Mammalia;;;
D12150;I13832;GITI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470832;;;Mammalia;;;
D12151;I13833;DALU;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470831;;;Mammalia;;;
D12152;I13834;DALU;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470830;;;Mammalia;;;
D12153;I13835;BOTA;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470829;;;Mammalia;;;
D12154;I13836;BOTA;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470828;;;Mammalia;;;
D12155;I13837;EQBU;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470827;;;Mammalia;;;
D12156;I13838;LOAF;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470826;;;Mammalia;;;
D12157;I13839;PHAF;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470825;;;Mammalia;;;
D12158;I13840;GITI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470823;;;Mammalia;;;
D12159;I13841;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470822;;;Mammalia;;;
D12160;I13842;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470821;;;Mammalia;;;
D12161;I13843;DALU;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470820;;;Mammalia;;;
D12162;I13844;DALU;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470819;;;Mammalia;;;
D12163;I13845;LOAF;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470818;;;Mammalia;;;
D12164;I13846;LOAF;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470817;;;Mammalia;;;
D12165;I13847;DALU;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470816;;;Mammalia;;;
D12166;I13848;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470815;;;Mammalia;;;
D12167;I13849;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470814;;;Mammalia;;;
D12168;I13850;LOAF;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470812;;;Mammalia;;;
D12169;I13851;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470811;;;Mammalia;;;
D12170;I13852;AEME;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470810;;;Mammalia;;;
D12171;I13853;SYCA;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470809;;;Mammalia;;;
D12172;I13854;AEME;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470989;;;Mammalia;;;
D12173;I13855;GITI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470988;;;Mammalia;;;
D12174;I13856;TRORY;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470987;;;Mammalia;;;
D12175;I13857;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470986;;;Mammalia;;;
D12176;I13858;AEME;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470985;;;Mammalia;;;
D12177;I13859;EUTH;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470984;;;Mammalia;;;
D12178;I13860;BOTA;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470982;;;Mammalia;;;
D12179;I13861;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470981;;;Mammalia;;;
D12180;I13862;DALU;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470980;;;Mammalia;;;
D12181;I13863;GITI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470979;;;Mammalia;;;
D12182;I13864;AEME;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470978;;;Mammalia;;;
D12183;I13865;PHAF;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470977;;;Mammalia;;;
D12184;I13866;PHAF;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470976;;;Mammalia;;;
D12185;I13867;AEME;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470975;;;Mammalia;;;
D12186;I13868;LOAF;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470974;;;Mammalia;;;
D12187;I13869;SYCA;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470973;;;Mammalia;;;
D12188;I13870;EUTH;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470969;;;Mammalia;;;
D12189;I13871;SYCA;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470968;;;Mammalia;;;
D12190;I13872;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470967;;;Mammalia;;;
D12191;I13873;GITI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470966;;;Mammalia;;;
D12192;I13874;AEME;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470965;;;Mammalia;;;
D12193;I13875;BOTA;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470964;;;Mammalia;;;
D12194;I13876;EQBU;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470963;;;Mammalia;;;
D12195;I13877;BOTA;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470962;;;Mammalia;;;
D12196;I13878;TRORY;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470961;;;Mammalia;;;
D12197;I13879;DALU;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470960;;;Mammalia;;;
D12198;I13880;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470958;;;Mammalia;;;
D12199;I13881;GITI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470957;;;Mammalia;;;
D12200;I13882;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470956;;;Mammalia;;;
D12201;I13883;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470955;;;Mammalia;;;
D12202;I13884;DALU;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470954;;;Mammalia;;;
D12203;I13886;SYCA;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470952;;;Mammalia;;;
D12204;I13887;GITI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470951;;;Mammalia;;;
D12205;I13888;DALU;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470950;;;Mammalia;;;
D12206;I13889;GITI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470949;;;Mammalia;;;
D12207;I13890;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470947;;;Mammalia;;;
D12208;I13891;EQBU;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470946;;;Mammalia;;;
D12209;I13892;DALU;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470945;;;Mammalia;;;
D12210;I13893;GITI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470944;;;Mammalia;;;
D12211;I13894;PHAF;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470943;;;Mammalia;;;
D12212;I13895;EUTH;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470942;;;Mammalia;;;
D12213;I13896;AEME;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470941;;;Mammalia;;;
D12214;I13897;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470940;;;Mammalia;;;
D12215;I13898;GITI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470939;;;Mammalia;;;
D12216;I13899;SYCA;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470938;;;Mammalia;;;
D12217;I13900;BOTA;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470936;;;Mammalia;;;
D12218;I13901;SYCA;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470935;;;Mammalia;;;
D12219;I13902;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470934;;;Mammalia;;;
D12220;I13903;EUTH;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470933;;;Mammalia;;;
D12221;I13904;SYCA;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470932;;;Mammalia;;;
D12222;I13905;GITI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470931;;;Mammalia;;;
D12223;I13906;AEME;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470930;;;Mammalia;;;
D12224;I13907;LOAF;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470929;;;Mammalia;;;
D12225;I13908;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470928;;;Mammalia;;;
D12226;I13909;TRORY;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470927;;;Mammalia;;;
D12227;I13910;SYCA;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470925;;;Mammalia;;;
D12228;I13911;EUTH;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470924;;;Mammalia;;;
D12229;I13912;DALU;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470923;;;Mammalia;;;
D12230;I13913;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470922;;;Mammalia;;;
D12231;I13914;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470921;;;Mammalia;;;
D12232;I13915;DALU;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470920;;;Mammalia;;;
D12233;I13916;PHAF;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470919;;;Mammalia;;;
D12234;I13917;DALU;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470918;;;Mammalia;;;
D12235;I13918;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470917;;;Mammalia;;;
D12236;I13919;LOAF;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470916;;;Mammalia;;;
D12237;I13920;GITI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470914;;;Mammalia;;;
D12238;I13921;BOTA;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470913;;;Mammalia;;;
D12239;I13922;SYCA;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470912;;;Mammalia;;;
D12240;I13923;EUTH;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470911;;;Mammalia;;;
D12241;I13924;AEME;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470910;;;Mammalia;;;
D12242;I13925;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470909;;;Mammalia;;;
D12243;I13926;SYCA;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470908;;;Mammalia;;;
D12244;I13927;AEME;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470907;;;Mammalia;;;
D12245;I13928;AEME;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470906;;;Mammalia;;;
D12246;I13929;BOTA;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470905;;;Mammalia;;;
D12247;I13930;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470903;;;Mammalia;;;
D12248;I13931;AEME;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470902;;;Mammalia;;;
D12249;I13932;GITI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470901;;;Mammalia;;;
D12250;I13933;AEME;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470900;;;Mammalia;;;
D12251;I13934;GITI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470899;;;Mammalia;;;
D12252;I13935;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470898;;;Mammalia;;;
D12253;I13936;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470897;;;Mammalia;;;
D12254;I13937;GITI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470896;;;Mammalia;;;
D12255;I13938;LOAF;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470895;;;Mammalia;;;
D12256;I13939;LOAF;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470894;;;Mammalia;;;
D12257;I13940;MAKI;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470892;;;Mammalia;;;
D12258;I13941;LOAF;Rojas2020b;Wild;Scat;V4;Illumina MiSeq;PE;250;515f;806r;checked;SRR12470891;;;Mammalia;;;
